CellID,CellStage,class,CellProtocol
x1_S3c_b1.bcBZHU,3.0,repl,x1
x1_S3c_b1.bcGWCC,3.0,pdx1,x1
x1_S3c_b1.bcFRPV,3.0,repl,x1
x1_S3c_b1.bcDPDP,3.0,pdx1,x1
x1_S3c_b1.bcHSEN,3.0,pdx1,x1
x1_S3c_b1.bcFCUG,3.0,pdx1,x1
x1_S3c_b1.bcCEAG,3.0,pdx1,x1
x1_S3c_b1.bcHWTE,3.0,pdx1,x1
x1_S3c_b1.bcEGXC,3.0,pdx1,x1
x1_S3c_b1.bcHVZS,3.0,pdx1,x1
x1_S3c_b1.bcFLHD,3.0,pdx1,x1
x1_S3c_b1.bcDWGU,3.0,pdx1,x1
x1_S3c_b1.bcCJIY,3.0,repl,x1
x1_S3c_b1.bcBHYT,3.0,pdx1,x1
x1_S3c_b1.bcHNBZ,3.0,repl,x1
x1_S3c_b1.bcFJKI,3.0,pdx1,x1
x1_S3c_b1.bcBPIT,3.0,repl,x1
x1_S3c_b1.bcIJWB,3.0,pdx1,x1
x1_S3c_b1.bcCTZD,3.0,repl,x1
x1_S3c_b1.bcFWYE,3.0,pdx1,x1
x1_S3c_b1.bcIFQX,3.0,pdx1,x1
x1_S3c_b1.bcBYNB,3.0,pdx1,x1
x1_S3c_b1.bcHJYV,3.0,repl,x1
x1_S3c_b1.bcCFMQ,3.0,pdx1,x1
x1_S3c_b1.bcGRMH,3.0,pdx1,x1
x1_S3c_b1.bcFKHU,3.0,repl,x1
x1_S3c_b1.bcEYTP,3.0,repl,x1
x1_S3c_b1.bcEHFF,3.0,pdx1,x1
x1_S3c_b1.bcHTIJ,3.0,repl,x1
x1_S3c_b1.bcFGDZ,3.0,repl,x1
x1_S3c_b1.bcHYTE,3.0,repl,x1
x1_S3c_b1.bcHCFF,3.0,pdx1,x1
x1_S3c_b1.bcAWUG,3.0,pdx1,x1
x1_S3c_b1.bcCGXZ,3.0,pdx1,x1
x1_S3c_b1.bcHWQE,3.0,pdx1,x1
x1_S3c_b1.bcCYDY,3.0,pdx1,x1
x1_S3c_b1.bcDXKD,3.0,pdx1,x1
x1_S3c_b1.bcFUHZ,3.0,repl,x1
x1_S3c_b1.bcFXKQ,3.0,pdx1,x1
x1_S3c_b1.bcBBVE,3.0,repl,x1
x1_S3c_b1.bcCVVM,3.0,pdx1,x1
x1_S3c_b1.bcFHVK,3.0,pdx1,x1
x1_S3c_b1.bcDDJL,3.0,repl,x1
x1_S3c_b1.bcCFRO,3.0,pdx1,x1
x1_S3c_b1.bcGRAD,3.0,pdx1,x1
x1_S3c_b1.bcANHH,3.0,pdx1,x1
x1_S3c_b1.bcFUME,3.0,repl,x1
x1_S3c_b1.bcEJHR,3.0,pdx1,x1
x1_S3c_b1.bcGYJD,3.0,pdx1,x1
x1_S3c_b1.bcFDQD,3.0,pdx1,x1
x1_S3c_b1.bcALRI,3.0,repl,x1
x1_S3c_b1.bcCIWK,3.0,pdx1,x1
x1_S3c_b1.bcGFWU,3.0,repl,x1
x1_S3c_b1.bcBOLP,3.0,pdx1,x1
x1_S3c_b1.bcCNZM,3.0,repl,x1
x1_S3c_b1.bcHMTH,3.0,pdx1,x1
x1_S3c_b1.bcHEOE,3.0,pdx1,x1
x1_S3c_b1.bcDYNS,3.0,repl,x1
x1_S3c_b1.bcFOCS,3.0,repl,x1
x1_S3c_b1.bcHGFM,3.0,repl,x1
x1_S3c_b1.bcHBXG,3.0,pdx1,x1
x1_S3c_b1.bcBEJJ,3.0,repl,x1
x1_S3c_b1.bcDKUV,3.0,pdx1,x1
x1_S3c_b1.bcIDCG,3.0,pdx1,x1
x1_S3c_b1.bcCQOK,3.0,pdx1,x1
x1_S3c_b1.bcAGWM,3.0,pdx1,x1
x1_S3c_b1.bcHNOH,3.0,pdx1,x1
x1_S3c_b1.bcHKAL,3.0,repl,x1
x1_S3c_b1.bcAVIH,3.0,repl,x1
x1_S3c_b1.bcAFXJ,3.0,repl,x1
x1_S3c_b1.bcDGAF,3.0,repl,x1
x1_S3c_b1.bcDGAJ,3.0,pdx1,x1
x1_S3c_b1.bcDZHK,3.0,pdx1,x1
x1_S3c_b1.bcCZII,3.0,repl,x1
x1_S3c_b1.bcCWMM,3.0,pdx1,x1
x1_S3c_b1.bcDHAD,3.0,pdx1,x1
x1_S3c_b1.bcFJYX,3.0,pdx1,x1
x1_S3c_b1.bcIDAI,3.0,pdx1,x1
x1_S3c_b1.bcHNLZ,3.0,pdx1,x1
x1_S3c_b1.bcEDPC,3.0,repl,x1
x1_S3c_b1.bcHYKD,3.0,pdx1,x1
x1_S3c_b1.bcFLYI,3.0,pdx1,x1
x1_S3c_b1.bcIKBO,3.0,pdx1,x1
x1_S3c_b1.bcABZT,3.0,pdx1,x1
x1_S3c_b1.bcCVRB,3.0,pdx1,x1
x1_S3c_b1.bcFMNP,3.0,pdx1,x1
x1_S3c_b1.bcBWDK,3.0,repl,x1
x1_S3c_b1.bcGUKH,3.0,repl,x1
x1_S3c_b1.bcBVVP,3.0,pdx1,x1
x1_S3c_b1.bcIERQ,3.0,pdx1,x1
x1_S3c_b1.bcABLE,3.0,repl,x1
x1_S3c_b1.bcDBAL,3.0,pdx1,x1
x1_S3c_b1.bcHQNA,3.0,pdx1,x1
x1_S3c_b1.bcCCMR,3.0,pdx1,x1
x1_S3c_b1.bcFXFN,3.0,pdx1,x1
x1_S3c_b1.bcFGHL,3.0,pdx1,x1
x1_S3c_b1.bcAHME,3.0,repl,x1
x1_S3c_b1.bcFCDO,3.0,repl,x1
x1_S3c_b1.bcDVTM,3.0,pdx1,x1
x1_S3c_b1.bcAUKB,3.0,pdx1,x1
x1_S3c_b1.bcDOBL,3.0,repl,x1
x1_S3c_b1.bcGFSZ,3.0,pdx1,x1
x1_S3c_b1.bcIDVL,3.0,pdx1,x1
x1_S3c_b1.bcFJKT,3.0,pdx1,x1
x1_S3c_b1.bcDXVZ,3.0,repl,x1
x1_S3c_b1.bcHMAT,3.0,pdx1,x1
x1_S3c_b1.bcEGSR,3.0,pdx1,x1
x1_S3c_b1.bcGWHR,3.0,pdx1,x1
x1_S3c_b1.bcAUHZ,3.0,pdx1,x1
x1_S3c_b1.bcDFVU,3.0,pdx1,x1
x1_S3c_b1.bcIJOU,3.0,pdx1,x1
x1_S3c_b1.bcIGXY,3.0,repl,x1
x1_S3c_b1.bcFTIU,3.0,pdx1,x1
x1_S3c_b1.bcGTWO,3.0,pdx1,x1
x1_S3c_b1.bcATYK,3.0,pdx1,x1
x1_S3c_b1.bcDQHZ,3.0,pdx1,x1
x1_S3c_b1.bcDFDC,3.0,pdx1,x1
x1_S3c_b1.bcBZWM,3.0,pdx1,x1
x1_S3c_b1.bcAUBF,3.0,pdx1,x1
x1_S3c_b1.bcEBOM,3.0,repl,x1
x1_S3c_b1.bcFZHI,3.0,pdx1,x1
x1_S3c_b1.bcCRMH,3.0,repl,x1
x1_S3c_b1.bcDHPB,3.0,pdx1,x1
x1_S3c_b1.bcCLZA,3.0,pdx1,x1
x1_S3c_b1.bcGGUO,3.0,pdx1,x1
x1_S3c_b1.bcGVOA,3.0,repl,x1
x1_S3c_b1.bcGMAG,3.0,repl,x1
x1_S3c_b1.bcHLGV,3.0,pdx1,x1
x1_S3c_b1.bcGXIV,3.0,repl,x1
x1_S3c_b1.bcCLXM,3.0,pdx1,x1
x1_S3c_b1.bcFGRK,3.0,pdx1,x1
x1_S3c_b1.bcHCGC,3.0,repl,x1
x1_S3c_b1.bcDBKS,3.0,pdx1,x1
x1_S3c_b1.bcFOWM,3.0,pdx1,x1
x1_S3c_b1.bcEOGQ,3.0,pdx1,x1
x1_S3c_b1.bcBJPN,3.0,pdx1,x1
x1_S3c_b1.bcFNRQ,3.0,repl,x1
x1_S3c_b1.bcHMFR,3.0,pdx1,x1
x1_S3c_b1.bcFADW,3.0,pdx1,x1
x1_S3c_b1.bcEVKM,3.0,pdx1,x1
x1_S3c_b1.bcHUUQ,3.0,pdx1,x1
x1_S3c_b1.bcHEFT,3.0,pdx1,x1
x1_S3c_b1.bcHJBC,3.0,pdx1,x1
x1_S3c_b1.bcBOJI,3.0,pdx1,x1
x1_S3c_b1.bcBOHB,3.0,pdx1,x1
x1_S3c_b1.bcEVYN,3.0,repl,x1
x1_S3c_b1.bcDWZB,3.0,repl,x1
x1_S3c_b1.bcBOYW,3.0,pdx1,x1
x1_S3c_b1.bcFBJZ,3.0,pdx1,x1
x1_S3c_b1.bcFJRD,3.0,pdx1,x1
x1_S3c_b1.bcAQTW,3.0,pdx1,x1
x1_S3c_b1.bcBOXS,3.0,repl,x1
x1_S3c_b1.bcANVC,3.0,pdx1,x1
x1_S3c_b1.bcCDNT,3.0,repl,x1
x1_S3c_b1.bcGCFI,3.0,pdx1,x1
x1_S3c_b1.bcDJBD,3.0,pdx1,x1
x1_S3c_b1.bcGCTP,3.0,pdx1,x1
x1_S3c_b1.bcGBIH,3.0,pdx1,x1
x1_S3c_b1.bcHXDD,3.0,pdx1,x1
x1_S3c_b1.bcDQIF,3.0,pdx1,x1
x1_S3c_b1.bcAZRW,3.0,pdx1,x1
x1_S3c_b1.bcAPXS,3.0,repl,x1
x1_S3c_b1.bcGBEY,3.0,pdx1,x1
x1_S3c_b1.bcBZKP,3.0,pdx1,x1
x1_S3c_b1.bcCFSN,3.0,pdx1,x1
x1_S3c_b1.bcDBEA,3.0,pdx1,x1
x1_S3c_b1.bcEYYN,3.0,pdx1,x1
x1_S3c_b1.bcGMXG,3.0,pdx1,x1
x1_S3c_b1.bcAWIZ,3.0,pdx1,x1
x1_S3c_b1.bcGWID,3.0,pdx1,x1
x1_S3c_b1.bcCDBZ,3.0,repl,x1
x1_S3c_b1.bcGGIF,3.0,repl,x1
x1_S3c_b1.bcELWY,3.0,pdx1,x1
x1_S3c_b1.bcHFZC,3.0,pdx1,x1
x1_S3c_b1.bcCISV,3.0,pdx1,x1
x1_S3c_b1.bcCLIV,3.0,repl,x1
x1_S3c_b1.bcGMJX,3.0,repl,x1
x1_S3c_b1.bcDMMP,3.0,pdx1,x1
x1_S3c_b1.bcAOML,3.0,pdx1,x1
x1_S3c_b1.bcGXOH,3.0,pdx1,x1
x1_S3c_b1.bcEBHY,3.0,pdx1,x1
x1_S3c_b1.bcEEJJ,3.0,repl,x1
x1_S3c_b1.bcFKGN,3.0,pdx1,x1
x1_S3c_b1.bcABJO,3.0,pdx1,x1
x1_S3c_b1.bcDKWJ,3.0,pdx1,x1
x1_S3c_b1.bcFVBM,3.0,repl,x1
x1_S3c_b1.bcEOZF,3.0,pdx1,x1
x1_S3c_b1.bcEBEC,3.0,pdx1,x1
x1_S3c_b1.bcGBDG,3.0,pdx1,x1
x1_S3c_b1.bcDJVO,3.0,pdx1,x1
x1_S3c_b1.bcHPLK,3.0,repl,x1
x1_S3c_b1.bcCLMS,3.0,pdx1,x1
x1_S3c_b1.bcGZQR,3.0,pdx1,x1
x1_S3c_b1.bcFZMN,3.0,pdx1,x1
x1_S3c_b1.bcHHVE,3.0,repl,x1
x1_S3c_b1.bcAXUM,3.0,pdx1,x1
x1_S3c_b1.bcBFIL,3.0,pdx1,x1
x1_S3c_b1.bcBAZU,3.0,pdx1,x1
x1_S3c_b1.bcGOUK,3.0,pdx1,x1
x1_S3c_b1.bcAGGR,3.0,pdx1,x1
x1_S3c_b1.bcGXSF,3.0,repl,x1
x1_S3c_b1.bcFWFY,3.0,repl,x1
x1_S3c_b1.bcBGTO,3.0,pdx1,x1
x1_S3c_b1.bcDGIZ,3.0,pdx1,x1
x1_S3c_b1.bcCOTY,3.0,pdx1,x1
x1_S3c_b1.bcEUHR,3.0,pdx1,x1
x1_S3c_b1.bcDRDH,3.0,repl,x1
x1_S3c_b1.bcHZFG,3.0,repl,x1
x1_S3c_b1.bcGGXT,3.0,pdx1,x1
x1_S3c_b1.bcAYKV,3.0,pdx1,x1
x1_S3c_b1.bcETQT,3.0,repl,x1
x1_S3c_b1.bcCMYV,3.0,repl,x1
x1_S3c_b1.bcGUXZ,3.0,pdx1,x1
x1_S3c_b1.bcHMXD,3.0,pdx1,x1
x1_S3c_b1.bcELVT,3.0,repl,x1
x1_S3c_b1.bcDISV,3.0,pdx1,x1
x1_S3c_b1.bcGFTG,3.0,pdx1,x1
x1_S3c_b1.bcHFHX,3.0,pdx1,x1
x1_S3c_b1.bcDYKL,3.0,pdx1,x1
x1_S3c_b1.bcAOUG,3.0,pdx1,x1
x1_S3c_b1.bcCTAD,3.0,repl,x1
x1_S3c_b1.bcBQAR,3.0,repl,x1
x1_S3c_b1.bcCHBX,3.0,pdx1,x1
x1_S3c_b1.bcFVPZ,3.0,pdx1,x1
x1_S3c_b1.bcCRWQ,3.0,repl,x1
x1_S3c_b1.bcFRVC,3.0,repl,x1
x1_S3c_b1.bcGWBX,3.0,pdx1,x1
x1_S3c_b1.bcBCRA,3.0,pdx1,x1
x1_S3c_b1.bcEBWH,3.0,repl,x1
x1_S3c_b1.bcCPTK,3.0,pdx1,x1
x1_S3c_b1.bcCUUS,3.0,pdx1,x1
x1_S3c_b1.bcDEXL,3.0,pdx1,x1
x1_S3c_b1.bcEPZW,3.0,pdx1,x1
x1_S3c_b1.bcCLCT,3.0,repl,x1
x1_S3c_b1.bcHEMK,3.0,pdx1,x1
x1_S3c_b1.bcGJTY,3.0,pdx1,x1
x1_S3c_b1.bcCEIA,3.0,repl,x1
x1_S3c_b1.bcEBFC,3.0,repl,x1
x1_S3c_b1.bcDRRJ,3.0,repl,x1
x1_S3c_b1.bcDVPU,3.0,pdx1,x1
x1_S3c_b1.bcBDXD,3.0,repl,x1
x1_S3c_b1.bcGCGD,3.0,pdx1,x1
x1_S3c_b1.bcAFTZ,3.0,pdx1,x1
x1_S3c_b1.bcEPBK,3.0,repl,x1
x1_S3c_b1.bcGSBS,3.0,pdx1,x1
x1_S3c_b1.bcBNKO,3.0,repl,x1
x1_S3c_b1.bcGUOU,3.0,pdx1,x1
x1_S3c_b1.bcEMAZ,3.0,pdx1,x1
x1_S3c_b1.bcHRLW,3.0,repl,x1
x1_S3c_b1.bcCDIB,3.0,repl,x1
x1_S3c_b1.bcBTQO,3.0,pdx1,x1
x1_S3c_b1.bcBLLW,3.0,repl,x1
x1_S3c_b1.bcHXXB,3.0,pdx1,x1
x1_S3c_b1.bcHWXC,3.0,pdx1,x1
x1_S3c_b1.bcGYYN,3.0,pdx1,x1
x1_S3c_b1.bcERYP,3.0,pdx1,x1
x1_S3c_b1.bcBOUX,3.0,pdx1,x1
x1_S3c_b1.bcHIRP,3.0,repl,x1
x1_S3c_b1.bcEWFF,3.0,pdx1,x1
x1_S3c_b1.bcCWTH,3.0,pdx1,x1
x1_S3c_b1.bcHSIJ,3.0,pdx1,x1
x1_S3c_b1.bcDBIN,3.0,pdx1,x1
x1_S3c_b1.bcDGLK,3.0,pdx1,x1
x1_S3c_b1.bcDGRJ,3.0,pdx1,x1
x1_S3c_b1.bcHFDW,3.0,repl,x1
x1_S3c_b1.bcGHOM,3.0,pdx1,x1
x1_S3c_b1.bcDADR,3.0,repl,x1
x1_S3c_b1.bcAKLC,3.0,pdx1,x1
x1_S3c_b1.bcDCMC,3.0,pdx1,x1
x1_S3c_b1.bcAMPN,3.0,pdx1,x1
x1_S3c_b1.bcFMKF,3.0,pdx1,x1
x1_S3c_b1.bcHXGN,3.0,pdx1,x1
x1_S3c_b1.bcBFRF,3.0,pdx1,x1
x1_S3c_b1.bcAWJR,3.0,pdx1,x1
x1_S3c_b1.bcHRUN,3.0,pdx1,x1
x1_S3c_b1.bcGSBI,3.0,pdx1,x1
x1_S3c_b1.bcEMJY,3.0,pdx1,x1
x1_S3c_b1.bcDRRA,3.0,pdx1,x1
x1_S3c_b1.bcDUUH,3.0,pdx1,x1
x1_S3c_b1.bcGSRJ,3.0,repl,x1
x1_S3c_b1.bcCLXW,3.0,repl,x1
x1_S3c_b1.bcEVDL,3.0,pdx1,x1
x1_S3c_b1.bcCCZD,3.0,pdx1,x1
x1_S3c_b1.bcDOFN,3.0,pdx1,x1
x1_S3c_b1.bcCZDZ,3.0,pdx1,x1
x1_S3c_b1.bcGAGD,3.0,repl,x1
x1_S3c_b1.bcBOIR,3.0,repl,x1
x1_S3c_b1.bcGSAB,3.0,repl,x1
x1_S3c_b1.bcBHPQ,3.0,pdx1,x1
x1_S3c_b1.bcHPYR,3.0,repl,x1
x1_S3c_b1.bcIFUG,3.0,repl,x1
x1_S3c_b1.bcEJNF,3.0,pdx1,x1
x1_S3c_b1.bcDSAI,3.0,repl,x1
x1_S3c_b1.bcHDIE,3.0,pdx1,x1
x1_S3c_b1.bcGYLF,3.0,pdx1,x1
x1_S3c_b1.bcDBIM,3.0,pdx1,x1
x1_S3c_b1.bcHAPR,3.0,pdx1,x1
x1_S3c_b1.bcCYRQ,3.0,repl,x1
x1_S3c_b1.bcEVSU,3.0,pdx1,x1
x1_S3c_b1.bcBBGF,3.0,repl,x1
x1_S3c_b1.bcBXYR,3.0,pdx1,x1
x1_S3c_b1.bcFQSB,3.0,pdx1,x1
x1_S3c_b1.bcHRRV,3.0,pdx1,x1
x1_S3c_b1.bcFLTB,3.0,pdx1,x1
x1_S3c_b1.bcGHOO,3.0,repl,x1
x1_S3c_b1.bcBJNA,3.0,repl,x1
x1_S3c_b1.bcHAMH,3.0,pdx1,x1
x1_S3c_b1.bcCCQB,3.0,pdx1,x1
x1_S3c_b1.bcGFYF,3.0,pdx1,x1
x1_S3c_b1.bcHWTK,3.0,pdx1,x1
x1_S3c_b1.bcBJIN,3.0,pdx1,x1
x1_S3c_b1.bcGRSC,3.0,pdx1,x1
x1_S3c_b1.bcHBLL,3.0,repl,x1
x1_S3c_b1.bcAHDY,3.0,pdx1,x1
x1_S3c_b1.bcCPEX,3.0,repl,x1
x1_S3c_b1.bcABDR,3.0,pdx1,x1
x1_S3c_b1.bcHNSB,3.0,pdx1,x1
x1_S3c_b1.bcFWYJ,3.0,pdx1,x1
x1_S3c_b1.bcGIOK,3.0,pdx1,x1
x1_S3c_b1.bcAEWT,3.0,pdx1,x1
x1_S3c_b1.bcEYGQ,3.0,pdx1,x1
x1_S3c_b1.bcEZEL,3.0,pdx1,x1
x1_S3c_b1.bcASRY,3.0,repl,x1
x1_S3c_b1.bcIGID,3.0,repl,x1
x1_S3c_b1.bcDMZU,3.0,pdx1,x1
x1_S3c_b1.bcBVJI,3.0,repl,x1
x1_S3c_b1.bcCKEV,3.0,pdx1,x1
x1_S3c_b1.bcCIWY,3.0,pdx1,x1
x1_S3c_b1.bcHCLV,3.0,repl,x1
x1_S3c_b1.bcECCN,3.0,repl,x1
x1_S3c_b1.bcFXSE,3.0,pdx1,x1
x1_S3c_b1.bcDFFP,3.0,pdx1,x1
x1_S3c_b1.bcHIJR,3.0,pdx1,x1
x1_S3c_b1.bcIFQN,3.0,pdx1,x1
x1_S3c_b1.bcEUYJ,3.0,pdx1,x1
x1_S3c_b1.bcAYTL,3.0,pdx1,x1
x1_S3c_b1.bcANJS,3.0,pdx1,x1
x1_S3c_b1.bcDPQB,3.0,pdx1,x1
x1_S3c_b1.bcDRSS,3.0,pdx1,x1
x1_S3c_b1.bcHYJY,3.0,pdx1,x1
x1_S3c_b1.bcABQF,3.0,pdx1,x1
x1_S3c_b1.bcBNCS,3.0,pdx1,x1
x1_S3c_b1.bcFHZS,3.0,pdx1,x1
x1_S3c_b1.bcDERT,3.0,pdx1,x1
x1_S3c_b1.bcFDQG,3.0,pdx1,x1
x1_S3c_b1.bcCZYV,3.0,repl,x1
x1_S3c_b1.bcDUDY,3.0,repl,x1
x1_S3c_b1.bcCCKG,3.0,pdx1,x1
x1_S3c_b1.bcCJSZ,3.0,repl,x1
x1_S3c_b1.bcAXAJ,3.0,repl,x1
x1_S3c_b1.bcCUTC,3.0,pdx1,x1
x1_S3c_b1.bcFRWA,3.0,pdx1,x1
x1_S3c_b1.bcDISN,3.0,pdx1,x1
x1_S3c_b1.bcFSUP,3.0,pdx1,x1
x1_S3c_b1.bcHFIV,3.0,pdx1,x1
x1_S3c_b1.bcFNVJ,3.0,repl,x1
x1_S3c_b1.bcABPY,3.0,repl,x1
x1_S3c_b1.bcDZSL,3.0,pdx1,x1
x1_S3c_b1.bcAPLY,3.0,pdx1,x1
x1_S3c_b1.bcHXDF,3.0,pdx1,x1
x1_S3c_b1.bcGWLQ,3.0,pdx1,x1
x1_S3c_b1.bcAFNB,3.0,pdx1,x1
x1_S3c_b1.bcHWKC,3.0,repl,x1
x1_S3c_b1.bcDQNU,3.0,repl,x1
x1_S3c_b1.bcEXZC,3.0,repl,x1
x1_S3c_b1.bcIBEY,3.0,pdx1,x1
x1_S3c_b1.bcERHR,3.0,pdx1,x1
x1_S3c_b1.bcBUDT,3.0,pdx1,x1
x1_S3c_b1.bcBRGX,3.0,pdx1,x1
x1_S3c_b1.bcFYPU,3.0,pdx1,x1
x1_S3c_b1.bcEFXY,3.0,pdx1,x1
x1_S3c_b1.bcHDEC,3.0,repl,x1
x1_S3c_b1.bcHVXG,3.0,repl,x1
x1_S3c_b1.bcCGEZ,3.0,pdx1,x1
x1_S3c_b1.bcEOXX,3.0,pdx1,x1
x1_S3c_b1.bcDXLE,3.0,pdx1,x1
x1_S3c_b1.bcDOHU,3.0,repl,x1
x1_S3c_b1.bcAMFL,3.0,pdx1,x1
x1_S3c_b1.bcCKGC,3.0,repl,x1
x1_S3c_b1.bcHTVM,3.0,repl,x1
x1_S3c_b1.bcEJII,3.0,pdx1,x1
x1_S3c_b1.bcHRTQ,3.0,pdx1,x1
x1_S3c_b1.bcCQPW,3.0,pdx1,x1
x1_S3c_b1.bcCIVU,3.0,pdx1,x1
x1_S3c_b1.bcFNOQ,3.0,pdx1,x1
x1_S3c_b1.bcGGPU,3.0,pdx1,x1
x1_S3c_b1.bcHPFK,3.0,pdx1,x1
x1_S3c_b1.bcDUNZ,3.0,pdx1,x1
x1_S3c_b1.bcFXKI,3.0,repl,x1
x1_S3c_b1.bcIBKM,3.0,pdx1,x1
x1_S3c_b1.bcHMXM,3.0,pdx1,x1
x1_S3c_b1.bcAYYY,3.0,repl,x1
x1_S3c_b1.bcCHMW,3.0,repl,x1
x1_S3c_b1.bcBPNS,3.0,repl,x1
x1_S3c_b1.bcEAYK,3.0,repl,x1
x1_S3c_b1.bcBPZH,3.0,pdx1,x1
x1_S3c_b1.bcGPIY,3.0,pdx1,x1
x1_S3c_b1.bcGDGT,3.0,repl,x1
x1_S3c_b1.bcDQAZ,3.0,pdx1,x1
x1_S3c_b1.bcIFRH,3.0,repl,x1
x1_S3c_b1.bcGOMW,3.0,pdx1,x1
x1_S3c_b1.bcHTWF,3.0,pdx1,x1
x1_S3c_b1.bcHWVG,3.0,pdx1,x1
x1_S3c_b1.bcHLQD,3.0,repl,x1
x1_S3c_b1.bcFSJS,3.0,repl,x1
x1_S3c_b1.bcBMZQ,3.0,pdx1,x1
x1_S3c_b1.bcDBSC,3.0,pdx1,x1
x1_S3c_b1.bcDHPX,3.0,pdx1,x1
x1_S3c_b1.bcFFFP,3.0,repl,x1
x1_S3c_b1.bcEZHS,3.0,pdx1,x1
x1_S3c_b1.bcBMTQ,3.0,pdx1,x1
x1_S3c_b1.bcBNTH,3.0,repl,x1
x1_S3c_b1.bcDFCK,3.0,pdx1,x1
x1_S3c_b1.bcDZNL,3.0,pdx1,x1
x1_S3c_b1.bcHPGZ,3.0,repl,x1
x1_S3c_b1.bcGCNE,3.0,pdx1,x1
x1_S3c_b1.bcIDHD,3.0,pdx1,x1
x1_S3c_b1.bcDBRX,3.0,pdx1,x1
x1_S3c_b1.bcCINL,3.0,pdx1,x1
x1_S3c_b1.bcBZLB,3.0,repl,x1
x1_S3c_b1.bcADOU,3.0,repl,x1
x1_S3c_b1.bcANMG,3.0,pdx1,x1
x1_S3c_b1.bcGGOV,3.0,repl,x1
x1_S3c_b1.bcFLOF,3.0,pdx1,x1
x1_S3c_b1.bcCNQU,3.0,pdx1,x1
x1_S3c_b1.bcHSZS,3.0,pdx1,x1
x1_S3c_b1.bcCXMZ,3.0,repl,x1
x1_S3c_b1.bcDSRL,3.0,pdx1,x1
x1_S3c_b1.bcBLHL,3.0,pdx1,x1
x1_S3c_b1.bcFOYZ,3.0,pdx1,x1
x1_S3c_b1.bcDMDX,3.0,repl,x1
x1_S3c_b1.bcDUFT,3.0,pdx1,x1
x1_S3c_b1.bcFOIH,3.0,pdx1,x1
x1_S3c_b1.bcGQHX,3.0,pdx1,x1
x1_S3c_b1.bcHXML,3.0,pdx1,x1
x1_S3c_b1.bcGLLF,3.0,pdx1,x1
x1_S3c_b1.bcHLQQ,3.0,pdx1,x1
x1_S3c_b1.bcGKDJ,3.0,pdx1,x1
x1_S3c_b1.bcGLXE,3.0,pdx1,x1
x1_S3c_b1.bcGKBR,3.0,pdx1,x1
x1_S3c_b1.bcEZWL,3.0,pdx1,x1
x1_S3c_b1.bcAHTK,3.0,pdx1,x1
x1_S3c_b1.bcCOXJ,3.0,repl,x1
x1_S3c_b1.bcCRHO,3.0,pdx1,x1
x1_S3c_b1.bcDQYI,3.0,pdx1,x1
x1_S3c_b1.bcIEDT,3.0,pdx1,x1
x1_S3c_b1.bcAUZV,3.0,repl,x1
x1_S3c_b1.bcGEMT,3.0,pdx1,x1
x1_S3c_b1.bcFVBO,3.0,pdx1,x1
x1_S3c_b1.bcBZUL,3.0,pdx1,x1
x1_S3c_b1.bcEDCX,3.0,pdx1,x1
x1_S3c_b1.bcHHLN,3.0,pdx1,x1
x1_S3c_b1.bcEHZI,3.0,pdx1,x1
x1_S3c_b1.bcDPRE,3.0,repl,x1
x1_S3c_b1.bcCDEZ,3.0,pdx1,x1
x1_S3c_b1.bcCMXQ,3.0,pdx1,x1
x1_S3c_b1.bcBVRC,3.0,repl,x1
x1_S3c_b1.bcFEWC,3.0,repl,x1
x1_S3c_b1.bcHSQM,3.0,pdx1,x1
x1_S3c_b1.bcGJRE,3.0,repl,x1
x1_S3c_b1.bcEHBG,3.0,pdx1,x1
x1_S3c_b1.bcGJBD,3.0,repl,x1
x1_S3c_b1.bcDYWI,3.0,pdx1,x1
x1_S3c_b1.bcANOZ,3.0,pdx1,x1
x1_S3c_b1.bcBMGI,3.0,pdx1,x1
x1_S3c_b1.bcBZAF,3.0,repl,x1
x1_S3c_b1.bcFAHT,3.0,pdx1,x1
x1_S3c_b1.bcDLLB,3.0,pdx1,x1
x1_S3c_b1.bcENET,3.0,repl,x1
x1_S3c_b1.bcFGEF,3.0,repl,x1
x1_S3c_b1.bcFTQQ,3.0,pdx1,x1
x1_S3c_b1.bcCJTZ,3.0,pdx1,x1
x1_S3c_b1.bcHSWC,3.0,repl,x1
x1_S3c_b1.bcHJTT,3.0,pdx1,x1
x1_S3c_b1.bcAPCZ,3.0,pdx1,x1
x1_S3c_b1.bcDFEG,3.0,pdx1,x1
x1_S3c_b1.bcAUHJ,3.0,repl,x1
x1_S3c_b1.bcESVI,3.0,pdx1,x1
x1_S3c_b1.bcATVR,3.0,pdx1,x1
x1_S3c_b1.bcGOPV,3.0,pdx1,x1
x1_S3c_b1.bcFLVM,3.0,repl,x1
x1_S3c_b1.bcEAGY,3.0,pdx1,x1
x1_S3c_b1.bcGUPE,3.0,repl,x1
x1_S3c_b1.bcDTAI,3.0,pdx1,x1
x1_S3c_b1.bcCCYF,3.0,pdx1,x1
x1_S3c_b1.bcECCH,3.0,pdx1,x1
x1_S3c_b1.bcGLXF,3.0,pdx1,x1
x1_S3c_b1.bcFETX,3.0,pdx1,x1
x1_S3c_b1.bcDDQX,3.0,pdx1,x1
x1_S3c_b1.bcCXME,3.0,repl,x1
x1_S3c_b1.bcGWEZ,3.0,repl,x1
